advertise,B_size,Dining_1,Dining_2,Dining_3,Campaign,Opening,Batching_1,Batching_2,Batching_3,Profit
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,632.86
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,4 share a table,4 share a table,486.5
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,4 share a table,Tables of 8,537.97
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 4 to 8,Tables of 8,590.71
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,None,Tables of 8,420.77
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,632.86
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,4 share a table,Tables of 8,Tables of 8,537.29
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 8,598.24
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,None,Tables of 8,Tables of 8,374.64
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,632.86
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,626.16
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.61
2,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,600.9
2.2,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,605.73
2.1,63,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.61
2.1,63,45 minutes,45 minutes,74 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.54
2.1,63,45 minutes,45 minutes,73 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.47
2.1,63,45 minutes,45 minutes,72 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.4
2.1,63,45 minutes,45 minutes,71 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.33
2.1,63,45 minutes,45 minutes,70 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.27
2.1,63,45 minutes,45 minutes,69 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.19
2.1,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.12
2,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,603.17
2.1,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.12
2.2,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,605.23
2.2,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,577.84
2.2,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,605.23
2.2,63,45 minutes,45 minutes,68 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,597.16
2,79,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,503.75
2,79,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,547.64
2,79,45 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,402.01
2.8,63,47 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,453.34
2.8,39,47 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,511.01
2.8,39,47 minutes,60 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,511.01
2.8,39,60 minutes,60 minutes,60 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,429.04
2.2,63,60 minutes,60 minutes,60 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,425.1
2.8,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,642.72
2.9,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,631.81
2.5,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,629.74
2.7,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,627.2
2.8,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,642.72
2.8,63,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,627.41
2.8,47,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,642.38
2.8,55,45 minutes,45 minutes,50 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,642.72
0.9,39,60 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,404.54
0.9,15,60 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,343.83
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,362.48
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,None,361.99
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 4 to 8,Tables of 4 to 8,321.58
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,362.48
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,None,361.99
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,Tables of 8,None,358.98
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,123.98
0.8,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,113.6
0.9,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,123.98
1,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,107.36
2.3,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,51.9
0.1,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,177.52
0.1,15,45 minutes,45 minutes,45 minutes,Awareness,330,None,None,None,18.05
0.1,15,65 minutes,45 minutes,65 minutes,Awareness,330,None,None,None,-77.97
0.1,79,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,Tables of 8,477.3
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,Tables of 8,522.6
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 4 to 8,Tables of 8,515.99
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 8,506.05
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 4 to 8,Tables of 8,515.99
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,None,Tables of 4 to 8,Tables of 8,495.85
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,Tables of 8,522.6
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,4 share a table,469.17
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,Tables of 4 to 8,508.31
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 4 to 8,Tables of 8,522.6
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 8,512.56
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 4 to 8,508.39
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,491.71
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
0.1,55,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,338.35
0.1,15,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,208.34
0.1,79,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,467.46
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
0.2,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,457.87
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
2,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,144.74
2,87,65 minutes,45 minutes,65 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,-21.32
2.4,87,65 minutes,45 minutes,65 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,-157.85
0.1,87,65 minutes,45 minutes,65 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,433.85
1.1,87,65 minutes,45 minutes,65 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,286.11
1.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,388.76
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
0.1,87,65 minutes,46 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,501.57
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
0.1,87,64 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,496.23
0.1,87,66 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,502.54
0.1,87,70 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,495.16
0.1,87,65 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,505.66
0.1,87,60 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,473.52
0.1,87,60 minutes,45 minutes,66 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,472.69
0.1,87,60 minutes,45 minutes,67 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,473.39
0.1,87,60 minutes,45 minutes,68 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,473.02
0.1,87,60 minutes,45 minutes,69 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,470.75
0.1,87,60 minutes,45 minutes,70 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,469.16
0.1,87,60 minutes,45 minutes,65 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,473.52
0.1,87,60 minutes,45 minutes,64 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,472.85
0.1,87,60 minutes,45 minutes,75 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,468.22
0.1,87,75 minutes,45 minutes,75 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,460.12
1,87,60 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,351.84
2.8,87,60 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,-152.14
0.1,87,60 minutes,45 minutes,60 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,476.87
2,87,60 minutes,45 minutes,60 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,216.39
2.3,55,60 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,390.52
0.1,87,62 minutes,45 minutes,75 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,485.29
0.1,87,62 minutes,46 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,537.36
0.1,87,64 minutes,46 minutes,46 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,523.23
0.1,87,60 minutes,46 minutes,46 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,523.63
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,87,62 minutes,46 minutes,46 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,538.39
0.1,87,62 minutes,45 minutes,46 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,543.29
0.1,87,62 minutes,46 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,537.36
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,79,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,468.22
0.1,15,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,198.45
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
4,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,-468.07
0,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,483.99
0.2,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,479.27
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,270,None,Tables of 8,Tables of 4 to 8,387.39
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,87,62 minutes,45 minutes,45 minutes,Happy Hour,330,None,Tables of 8,Tables of 4 to 8,437.97
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,87,63 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,519.98
0.1,87,62 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,547.14
0.1,87,61 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,531.12
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,87,65 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,517.11
0.1,87,70 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.11
0.1,87,75 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,500.82
0.1,87,45 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,477.96
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,87,60 minutes,45 minutes,75 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,478.96
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,71,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,401.2
0.1,79,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,460.64
0.1,15,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,205.15
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 4 to 8,Tables of 4 to 8,516.67
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,4 share a table,495.66
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 4 to 8,520.66
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 8,514.95
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,None,464.76
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 8,514.95
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,None,Tables of 8,391.64
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,None,Tables of 8,Tables of 8,514.95
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 8,507.46
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,4 share a table,Tables of 8,Tables of 8,501.25
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,4 share a table,4 share a table,4 share a table,427.04
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,4 share a table,4 share a table,Tables of 8,469.39
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,4 share a table,Tables of 8,Tables of 8,501.25
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,Tables of 8,474.51
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,472.98
0.1,79,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,447.52
0.1,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,472.98
0.2,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,443.18
0.4,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,426
1,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,399.91
0,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,453.76
4,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,-540.36
4,87,60 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,None,-743.22
4,87,60 minutes,45 minutes,45 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,-540.36
4,87,60 minutes,45 minutes,75 minutes,Awareness,330,Tables of 4 to 8,Tables of 8,None,-690.44
2.1,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,591.1
2.2,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,582.89
2.1,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,591.1
2.5,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,561.44
2.8,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,525.75
2,79,45 minutes,47 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,575.04
2.8,55,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,646.26
2.8,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,642.52
2.7,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,630.66
2.6,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,629.27
2.9,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,626.84
2.5,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,621.29
3,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,627.53
3.8,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,542.58
3.9,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,531.16
4,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,523.32
4,47,45 minutes,45 minutes,74 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,523.3
4,47,45 minutes,45 minutes,70 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,523.23
4,47,45 minutes,45 minutes,60 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,523.06
4,47,45 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,523.32
4,47,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,522.98
4,23,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,496.97
4,31,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,513.27
4,39,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,519.74
4,47,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,522.98
4,55,45 minutes,45 minutes,45 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 8,167.12
4,55,45 minutes,45 minutes,45 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,495.54
4,87,60 minutes,45 minutes,45 minutes,Awareness,330,4 share a table,Tables of 8,None,-616.72
4,87,60 minutes,45 minutes,75 minutes,Awareness,330,4 share a table,Tables of 8,None,-773.25
4,87,60 minutes,45 minutes,45 minutes,Awareness,270,4 share a table,Tables of 8,None,-908.01
4,87,60 minutes,45 minutes,75 minutes,Awareness,330,4 share a table,Tables of 8,None,-773.25
2,79,75 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,36.58
4,55,75 minutes,75 minutes,45 minutes,Happy Hour,330,Tables of 4 to 8,4 share a table,4 share a table,-802.21
4,55,75 minutes,75 minutes,45 minutes,Happy Hour,330,None,None,None,-1259.26
4,87,75 minutes,75 minutes,45 minutes,Happy Hour,330,None,None,None,-1510.58
4,15,75 minutes,75 minutes,45 minutes,Happy Hour,330,None,None,None,-1244.42
4,55,75 minutes,75 minutes,45 minutes,Happy Hour,330,None,None,None,-1259.26
4,55,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,-613.66
4,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,-452.2
2.8,15,45 minutes,45 minutes,45 minutes,Awareness,330,None,None,None,-388.54
2.8,15,45 minutes,45 minutes,45 minutes,Happy Hour,330,None,None,None,-55.4
2.8,15,75 minutes,45 minutes,75 minutes,Happy Hour,330,None,None,None,-683.55
2.8,15,75 minutes,45 minutes,75 minutes,Happy Hour,330,None,Tables of 8,Tables of 4 to 8,-507.95
2.8,47,75 minutes,45 minutes,75 minutes,Happy Hour,330,None,Tables of 8,Tables of 4 to 8,-613.17
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,635.52
2.8,55,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,634.34
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,55,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.17
2.8,63,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,601.79
2.8,71,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,536.13
2.8,79,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,421.37
2.8,87,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,253.94
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,47,47 minutes,45 minutes,75 minutes,Awareness,270,Tables of 8,Tables of 8,Tables of 4 to 8,44.59
2.8,47,47 minutes,45 minutes,75 minutes,Awareness,330,Tables of 8,Tables of 8,Tables of 4 to 8,392.62
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,4 share a table,Tables of 8,Tables of 4 to 8,501.87
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 4 to 8,Tables of 8,Tables of 4 to 8,571.04
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,None,Tables of 8,Tables of 4 to 8,254.96
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,None,614.93
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,None,Tables of 4 to 8,323.62
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,4 share a table,Tables of 4 to 8,471.07
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 4 to 8,Tables of 4 to 8,556.43
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,623.59
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 8,635.52
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,4 share a table,623.59
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
2.8,55,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,626.17
2.8,47,47 minutes,45 minutes,75 minutes,Happy Hour,330,Tables of 8,Tables of 8,Tables of 4 to 8,636.48
